date_time,is_holiday,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,weather_description,traffic_volume,last_1_hour_traffic,last_2_hour_traffic,last_3_hour_traffic,last_4_hour_traffic,last_5_hour_traffic,last_6_hour_traffic,hour,month_day,weekday,month,year
2013-03-03 02:00:00,1,44,65,2,10,8,8,261.8,0.0,0.0,1,Clear,sky is clear,666,795.0,2149.0,3961.0,3342.0,2958.0,3440.0,2,3,7,3,2013
2013-03-03 04:00:00,1,220,68,1,5,3,3,260.04,0.0,0.0,1,Clear,sky is clear,277,666.0,795.0,2149.0,3961.0,3342.0,2958.0,4,3,7,3,2013
2013-03-03 05:00:00,1,42,71,0,0,6,6,259.16,0.0,0.0,1,Clear,sky is clear,449,277.0,666.0,795.0,2149.0,3961.0,3342.0,5,3,7,3,2013
2013-03-03 06:00:00,1,168,71,1,23,8,8,258.88,0.0,0.0,1,Clear,sky is clear,697,449.0,277.0,666.0,795.0,2149.0,3961.0,6,3,7,3,2013
2013-03-03 07:00:00,1,201,79,4,115,9,9,258.2,0.0,0.0,1,Clear,sky is clear,1039,697.0,449.0,277.0,666.0,795.0,2149.0,7,3,7,3,2013
2013-03-03 08:00:00,1,172,71,3,70,2,2,260.09,0.0,0.0,1,Clear,sky is clear,1827,1039.0,697.0,449.0,277.0,666.0,795.0,8,3,7,3,2013
2013-03-03 09:00:00,1,261,65,4,90,9,9,263.31,0.0,0.0,1,Clear,sky is clear,2660,1827.0,1039.0,697.0,449.0,277.0,666.0,9,3,7,3,2013
2013-03-03 10:00:00,1,48,93,6,204,6,6,265.82,0.0,0.0,1,Clear,sky is clear,3322,2660.0,1827.0,1039.0,697.0,449.0,277.0,10,3,7,3,2013
2013-03-03 11:00:00,1,140,93,6,235,4,4,267.92,0.0,0.0,1,Clear,sky is clear,3688,3322.0,2660.0,1827.0,1039.0,697.0,449.0,11,3,7,3,2013
2013-03-03 12:00:00,1,105,57,4,110,2,2,269.05,0.0,0.0,1,Clear,sky is clear,4300,3688.0,3322.0,2660.0,1827.0,1039.0,697.0,12,3,7,3,2013
2013-03-03 13:00:00,1,150,73,5,193,8,8,270.22,0.0,0.0,1,Clear,sky is clear,4173,4300.0,3688.0,3322.0,2660.0,1827.0,1039.0,13,3,7,3,2013
2013-03-03 14:00:00,1,279,53,5,120,8,8,270.88,0.0,0.0,1,Clear,sky is clear,4348,4173.0,4300.0,3688.0,3322.0,2660.0,1827.0,14,3,7,3,2013
2013-03-03 15:00:00,1,178,49,4,110,6,6,271.34,0.0,0.0,20,Clouds,few clouds,4348,4348.0,4173.0,4300.0,3688.0,3322.0,2660.0,15,3,7,3,2013
2013-03-03 16:00:00,1,284,69,6,195,5,5,271.55,0.0,0.0,75,Clouds,broken clouds,4356,4348.0,4348.0,4173.0,4300.0,3688.0,3322.0,16,3,7,3,2013
2013-03-03 17:00:00,1,108,53,4,110,1,1,270.99,0.0,0.0,75,Clouds,broken clouds,3882,4356.0,4348.0,4348.0,4173.0,4300.0,3688.0,17,3,7,3,2013
2013-03-03 18:00:00,1,70,62,5,110,9,9,269.81,0.0,0.0,40,Clouds,scattered clouds,3635,3882.0,4356.0,4348.0,4348.0,4173.0,4300.0,18,3,7,3,2013
2013-03-03 19:00:00,1,226,62,5,110,9,9,269.09,0.0,0.0,40,Clouds,scattered clouds,2890,3635.0,3882.0,4356.0,4348.0,4348.0,4173.0,19,3,7,3,2013
2013-03-03 20:00:00,1,86,62,5,110,5,5,268.96,0.0,0.0,90,Clouds,overcast clouds,2453,2890.0,3635.0,3882.0,4356.0,4348.0,4348.0,20,3,7,3,2013
2013-03-03 21:00:00,1,217,58,3,130,1,1,268.62,0.0,0.0,75,Clouds,broken clouds,3714,2453.0,2890.0,3635.0,3882.0,4356.0,4348.0,21,3,7,3,2013
2013-03-03 22:00:00,1,54,60,3,135,8,8,268.31,0.0,0.0,90,Clouds,overcast clouds,2229,3714.0,2453.0,2890.0,3635.0,3882.0,4356.0,22,3,7,3,2013
2013-03-03 23:00:00,1,211,63,4,140,3,3,268.16,0.0,0.0,90,Clouds,overcast clouds,1051,2229.0,3714.0,2453.0,2890.0,3635.0,3882.0,23,3,7,3,2013
2013-03-04 00:00:00,1,219,68,7,130,2,2,267.94,0.0,0.0,90,Clouds,overcast clouds,511,1051.0,2229.0,3714.0,2453.0,2890.0,3635.0,0,4,1,3,2013
2013-03-04 01:00:00,1,144,76,8,216,9,9,266.74,0.0,0.0,75,Clouds,broken clouds,316,511.0,1051.0,2229.0,3714.0,2453.0,2890.0,1,4,1,3,2013
2013-03-04 02:00:00,1,31,74,8,130,3,3,266.31,0.0,0.0,40,Clouds,scattered clouds,256,316.0,511.0,1051.0,2229.0,3714.0,2453.0,2,4,1,3,2013
2013-03-04 04:00:00,1,69,79,7,140,8,8,266.17,0.0,0.0,90,Clouds,overcast clouds,797,256.0,316.0,511.0,1051.0,2229.0,3714.0,4,4,1,3,2013
2013-03-04 05:00:00,1,68,89,6,223,1,1,265.9,0.0,0.0,75,Clouds,broken clouds,2611,797.0,256.0,316.0,511.0,1051.0,2229.0,5,4,1,3,2013
2013-03-04 07:00:00,1,240,100,4,140,9,9,265.46,0.0,0.0,75,Clouds,broken clouds,5281,2611.0,797.0,256.0,316.0,511.0,1051.0,7,4,1,3,2013
2013-03-04 08:00:00,1,294,92,4,150,1,1,266.21,0.0,0.0,75,Clouds,broken clouds,4318,5281.0,2611.0,797.0,256.0,316.0,511.0,8,4,1,3,2013
2013-03-04 10:00:00,1,192,92,4,160,1,1,269.62,0.0,0.0,40,Clouds,scattered clouds,3826,4318.0,5281.0,2611.0,797.0,256.0,316.0,10,4,1,3,2013
2013-03-04 11:00:00,1,110,92,4,170,6,6,270.89,0.0,0.0,20,Clouds,few clouds,3892,3826.0,4318.0,5281.0,2611.0,797.0,256.0,11,4,1,3,2013
2013-03-04 13:00:00,1,123,92,3,210,9,9,272.76,0.0,0.0,40,Clouds,scattered clouds,4197,3892.0,3826.0,4318.0,5281.0,2611.0,797.0,13,4,1,3,2013
2013-03-04 14:00:00,1,51,85,5,245,4,4,272.89,0.0,0.0,75,Clouds,broken clouds,4630,4197.0,3892.0,3826.0,4318.0,5281.0,2611.0,14,4,1,3,2013
2013-03-04 15:00:00,1,38,79,7,280,4,4,273.08,0.0,0.0,75,Clouds,broken clouds,5194,4630.0,4197.0,3892.0,3826.0,4318.0,5281.0,15,4,1,3,2013
2013-03-04 16:00:00,1,286,73,8,260,3,3,273.21,0.0,0.0,75,Clouds,broken clouds,6235,5194.0,4630.0,4197.0,3892.0,3826.0,4318.0,16,4,1,3,2013
2013-03-04 17:00:00,1,106,81,7,280,6,6,272.42,0.0,0.0,75,Clouds,broken clouds,5549,6235.0,5194.0,4630.0,4197.0,3892.0,3826.0,17,4,1,3,2013
2013-03-04 18:00:00,1,200,79,7,260,2,2,271.52,0.0,0.0,75,Clouds,broken clouds,3913,5549.0,6235.0,5194.0,4630.0,4197.0,3892.0,18,4,1,3,2013
2013-03-04 19:00:00,1,47,72,9,270,6,6,270.95,0.0,0.0,75,Clouds,broken clouds,2617,3913.0,5549.0,6235.0,5194.0,4630.0,4197.0,19,4,1,3,2013
2013-03-04 20:00:00,1,216,69,10,270,1,1,270.87,0.0,0.0,75,Clouds,broken clouds,2093,2617.0,3913.0,5549.0,6235.0,5194.0,4630.0,20,4,1,3,2013
2013-03-04 21:00:00,1,203,67,10,270,6,6,270.77,0.0,0.0,90,Clouds,overcast clouds,1776,2093.0,2617.0,3913.0,5549.0,6235.0,5194.0,21,4,1,3,2013
2013-03-04 22:00:00,1,149,72,9,260,9,9,270.59,0.0,0.0,90,Clouds,overcast clouds,1343,1776.0,2093.0,2617.0,3913.0,5549.0,6235.0,22,4,1,3,2013
2013-03-04 23:00:00,1,298,73,8,287,7,7,270.59,0.0,0.0,90,Clouds,overcast clouds,2298,1343.0,1776.0,2093.0,2617.0,3913.0,5549.0,23,4,1,3,2013
2013-03-05 01:00:00,1,266,72,8,270,5,5,270.63,0.0,0.0,90,Clouds,overcast clouds,438,2298.0,1343.0,1776.0,2093.0,2617.0,3913.0,1,5,2,3,2013
2013-03-05 02:00:00,1,234,78,8,270,5,5,270.26,0.0,0.0,90,Clouds,overcast clouds,289,438.0,2298.0,1343.0,1776.0,2093.0,2617.0,2,5,2,3,2013
2013-03-05 03:00:00,1,37,72,10,290,3,3,269.79,0.0,0.0,90,Clouds,overcast clouds,369,289.0,438.0,2298.0,1343.0,1776.0,2093.0,3,5,2,3,2013
2013-03-05 04:00:00,1,199,72,11,280,4,4,270.02,0.0,0.0,90,Clouds,overcast clouds,848,369.0,289.0,438.0,2298.0,1343.0,1776.0,4,5,2,3,2013
2013-03-05 05:00:00,1,254,78,7,280,7,7,269.59,0.0,0.0,90,Snow,heavy snow,2410,848.0,369.0,289.0,438.0,2298.0,1343.0,5,5,2,3,2013
2013-03-05 07:00:00,1,213,72,8,290,8,8,268.85,0.0,0.0,90,Mist,mist,3865,2410.0,848.0,369.0,289.0,438.0,2298.0,7,5,2,3,2013
2013-03-05 07:00:00,1,58,72,7,290,6,6,268.85,0.0,0.0,90,Snow,heavy snow,3865,3865.0,2410.0,848.0,369.0,289.0,438.0,7,5,2,3,2013
2013-03-05 07:00:00,1,29,67,7,293,3,3,268.85,0.0,0.0,90,Fog,fog,3865,3865.0,3865.0,2410.0,848.0,369.0,289.0,7,5,2,3,2013
2013-03-05 07:00:00,1,124,72,8,286,9,9,268.85,0.0,0.0,90,Snow,snow,3865,3865.0,3865.0,3865.0,2410.0,848.0,369.0,7,5,2,3,2013
2013-03-05 08:00:00,1,94,72,7,280,5,5,268.61,0.0,0.0,90,Snow,heavy snow,3380,3865.0,3865.0,3865.0,3865.0,2410.0,848.0,8,5,2,3,2013
2013-03-05 08:00:00,1,262,78,7,280,9,9,268.61,0.0,0.0,90,Mist,mist,3380,3380.0,3865.0,3865.0,3865.0,3865.0,2410.0,8,5,2,3,2013
2013-03-05 10:00:00,1,157,71,5,270,2,2,268.79,0.0,0.0,90,Mist,mist,2935,3380.0,3380.0,3865.0,3865.0,3865.0,3865.0,10,5,2,3,2013
2013-03-05 10:00:00,1,61,77,5,270,6,6,268.79,0.0,0.0,90,Snow,heavy snow,2935,2935.0,3380.0,3380.0,3865.0,3865.0,3865.0,10,5,2,3,2013
2013-03-05 11:00:00,1,195,65,5,270,7,7,269.08,0.0,0.0,90,Snow,heavy snow,2885,2935.0,2935.0,3380.0,3380.0,3865.0,3865.0,11,5,2,3,2013
2013-03-05 13:00:00,1,182,66,6,270,1,1,269.46,0.0,0.0,90,Snow,heavy snow,3296,2885.0,2935.0,2935.0,3380.0,3380.0,3865.0,13,5,2,3,2013
2013-03-05 14:00:00,1,123,61,6,270,6,6,269.55,0.0,0.0,90,Snow,heavy snow,3900,3296.0,2885.0,2935.0,2935.0,3380.0,3380.0,14,5,2,3,2013
2013-03-05 16:00:00,1,11,56,5,250,4,4,269.46,0.0,0.0,90,Clouds,overcast clouds,4805,3900.0,3296.0,2885.0,2935.0,2935.0,3380.0,16,5,2,3,2013
2013-03-05 17:00:00,1,43,57,5,260,1,1,269.31,0.0,0.0,90,Clouds,overcast clouds,4520,4805.0,3900.0,3296.0,2885.0,2935.0,2935.0,17,5,2,3,2013
2013-03-05 19:00:00,1,291,52,6,270,6,6,268.9,0.0,0.0,90,Snow,heavy snow,2584,4520.0,4805.0,3900.0,3296.0,2885.0,2935.0,19,5,2,3,2013
2013-03-05 19:00:00,1,170,52,7,270,9,9,268.9,0.0,0.0,90,Mist,mist,2584,2584.0,4520.0,4805.0,3900.0,3296.0,2885.0,19,5,2,3,2013
2013-03-05 20:00:00,1,179,52,6,270,7,7,269.0,0.0,0.0,90,Snow,heavy snow,2176,2584.0,2584.0,4520.0,4805.0,3900.0,3296.0,20,5,2,3,2013
2013-03-05 20:00:00,1,103,44,7,280,2,2,269.0,0.0,0.0,90,Mist,mist,2176,2176.0,2584.0,2584.0,4520.0,4805.0,3900.0,20,5,2,3,2013
2013-03-05 22:00:00,1,17,56,4,270,2,2,268.72,0.0,0.0,90,Mist,mist,1770,2176.0,2176.0,2584.0,2584.0,4520.0,4805.0,22,5,2,3,2013
2013-03-05 22:00:00,1,257,44,6,280,8,8,268.72,0.0,0.0,90,Snow,heavy snow,1770,1770.0,2176.0,2176.0,2584.0,2584.0,4520.0,22,5,2,3,2013
2013-03-05 23:00:00,1,119,61,5,270,8,8,268.72,0.0,0.0,90,Snow,heavy snow,994,1770.0,1770.0,2176.0,2176.0,2584.0,2584.0,23,5,2,3,2013
2013-03-05 23:00:00,1,41,51,8,290,7,7,268.72,0.0,0.0,90,Mist,mist,994,994.0,1770.0,1770.0,2176.0,2176.0,2584.0,23,5,2,3,2013
2013-03-05 23:00:00,1,60,51,8,290,6,6,268.72,0.0,0.0,90,Snow,snow,994,994.0,994.0,1770.0,1770.0,2176.0,2176.0,23,5,2,3,2013
2013-03-06 01:00:00,1,177,55,7,300,2,2,268.9,0.0,0.0,100,Clouds,overcast clouds,353,994.0,994.0,994.0,1770.0,1770.0,2176.0,1,6,3,3,2013
2013-03-06 02:00:00,1,40,55,7,300,4,4,268.9,0.0,0.0,90,Mist,mist,266,353.0,994.0,994.0,994.0,1770.0,1770.0,2,6,3,3,2013
2013-03-06 02:00:00,1,21,60,6,290,8,8,268.9,0.0,0.0,90,Snow,snow,266,266.0,353.0,994.0,994.0,994.0,1770.0,2,6,3,3,2013
2013-03-06 02:00:00,1,75,55,8,300,5,5,268.9,0.0,0.0,90,Snow,heavy snow,266,266.0,266.0,353.0,994.0,994.0,994.0,2,6,3,3,2013
2013-03-06 04:00:00,1,296,60,6,290,6,6,268.9,0.0,0.0,90,Snow,heavy snow,792,266.0,266.0,266.0,353.0,994.0,994.0,4,6,3,3,2013
2013-03-06 04:00:00,1,32,60,5,290,9,9,268.9,0.0,0.0,90,Mist,mist,792,792.0,266.0,266.0,266.0,353.0,994.0,4,6,3,3,2013
2013-03-06 04:00:00,1,170,65,6,290,4,4,268.9,0.0,0.0,90,Snow,snow,792,792.0,792.0,266.0,266.0,266.0,353.0,4,6,3,3,2013
2013-03-06 05:00:00,1,250,65,6,280,6,6,268.71,0.0,0.0,90,Snow,snow,2542,792.0,792.0,792.0,266.0,266.0,266.0,5,6,3,3,2013
2013-03-06 05:00:00,1,89,60,5,280,2,2,268.71,0.0,0.0,90,Fog,fog,2542,2542.0,792.0,792.0,792.0,266.0,266.0,5,6,3,3,2013
2013-03-06 05:00:00,1,273,65,6,290,1,1,268.71,0.0,0.0,90,Snow,heavy snow,2542,2542.0,2542.0,792.0,792.0,792.0,266.0,5,6,3,3,2013
2013-03-06 05:00:00,1,199,55,5,300,2,2,268.71,0.0,0.0,90,Mist,mist,2542,2542.0,2542.0,2542.0,792.0,792.0,792.0,5,6,3,3,2013
2013-03-06 07:00:00,1,113,51,6,310,5,5,268.62,0.0,0.0,90,Mist,mist,6157,2542.0,2542.0,2542.0,2542.0,792.0,792.0,7,6,3,3,2013
2013-03-06 07:00:00,1,280,51,5,290,3,3,268.62,0.0,0.0,90,Snow,heavy snow,6157,6157.0,2542.0,2542.0,2542.0,2542.0,792.0,7,6,3,3,2013
2013-03-06 07:00:00,1,87,44,7,300,2,2,268.62,0.0,0.0,90,Snow,snow,6157,6157.0,6157.0,2542.0,2542.0,2542.0,2542.0,7,6,3,3,2013
2013-03-06 14:00:00,1,21,48,6,300,3,3,271.37,0.0,0.0,90,Snow,heavy snow,5393,6157.0,6157.0,6157.0,2542.0,2542.0,2542.0,14,6,3,3,2013
2013-03-06 14:00:00,1,292,48,6,300,9,9,271.37,0.0,0.0,90,Haze,haze,5393,5393.0,6157.0,6157.0,6157.0,2542.0,2542.0,14,6,3,3,2013
2013-03-06 15:00:00,1,120,48,7,290,4,4,271.52,0.0,0.0,90,Snow,heavy snow,5869,5393.0,5393.0,6157.0,6157.0,6157.0,2542.0,15,6,3,3,2013
2013-03-06 16:00:00,1,269,44,6,310,8,8,271.15,0.0,0.0,90,Snow,heavy snow,6720,5869.0,5393.0,5393.0,6157.0,6157.0,6157.0,16,6,3,3,2013
2013-03-06 17:00:00,1,205,48,6,280,5,5,270.76,0.0,0.0,90,Snow,heavy snow,6271,6720.0,5869.0,5393.0,5393.0,6157.0,6157.0,17,6,3,3,2013
2013-03-06 18:00:00,1,193,48,5,310,9,9,270.44,0.0,0.0,75,Snow,heavy snow,4906,6271.0,6720.0,5869.0,5393.0,5393.0,6157.0,18,6,3,3,2013
2013-03-06 19:00:00,1,155,66,3,270,5,5,269.72,0.0,0.0,75,Snow,heavy snow,3418,4906.0,6271.0,6720.0,5869.0,5393.0,5393.0,19,6,3,3,2013
2013-03-06 20:00:00,1,184,52,4,310,2,2,269.42,0.0,0.0,90,Clouds,overcast clouds,3072,3418.0,4906.0,6271.0,6720.0,5869.0,5393.0,20,6,3,3,2013
2013-03-06 21:00:00,1,209,61,4,280,4,4,268.66,0.0,0.0,90,Clouds,overcast clouds,2562,3072.0,3418.0,4906.0,6271.0,6720.0,5869.0,21,6,3,3,2013
2013-03-06 22:00:00,1,197,66,3,290,1,1,268.19,0.0,0.0,75,Clouds,broken clouds,1868,2562.0,3072.0,3418.0,4906.0,6271.0,6720.0,22,6,3,3,2013
2013-03-06 23:00:00,1,115,61,3,310,6,6,267.69,0.0,0.0,20,Clouds,few clouds,1335,1868.0,2562.0,3072.0,3418.0,4906.0,6271.0,23,6,3,3,2013
2013-03-07 01:00:00,1,82,66,2,300,3,3,267.31,0.0,0.0,90,Clouds,overcast clouds,359,1335.0,1868.0,2562.0,3072.0,3418.0,4906.0,1,7,4,3,2013
2013-03-07 02:00:00,1,281,60,1,300,7,7,267.31,0.0,0.0,90,Clouds,overcast clouds,295,359.0,1335.0,1868.0,2562.0,3072.0,3418.0,2,7,4,3,2013
2013-03-07 03:00:00,1,223,66,0,0,9,9,267.44,0.0,0.0,90,Clouds,overcast clouds,327,295.0,359.0,1335.0,1868.0,2562.0,3072.0,3,7,4,3,2013
2013-03-07 04:00:00,1,195,71,0,0,1,1,266.86,0.0,0.0,90,Clouds,overcast clouds,782,327.0,295.0,359.0,1335.0,1868.0,2562.0,4,7,4,3,2013
2013-03-07 05:00:00,1,149,77,0,0,2,2,266.83,0.0,0.0,90,Snow,heavy snow,2559,782.0,327.0,295.0,359.0,1335.0,1868.0,5,7,4,3,2013
2013-03-07 07:00:00,1,176,77,0,0,1,1,266.51,0.0,0.0,90,Clouds,overcast clouds,6920,2559.0,782.0,327.0,295.0,359.0,1335.0,7,7,4,3,2013
2013-03-07 08:00:00,1,152,84,0,0,2,2,266.9,0.0,0.0,90,Clouds,overcast clouds,6104,6920.0,2559.0,782.0,327.0,295.0,359.0,8,7,4,3,2013
2013-03-07 09:00:00,1,81,84,0,0,8,8,267.16,0.0,0.0,90,Snow,heavy snow,5239,6104.0,6920.0,2559.0,782.0,327.0,295.0,9,7,4,3,2013
2013-03-07 13:00:00,1,156,77,0,0,5,5,269.8,0.0,0.0,90,Clouds,overcast clouds,5128,5239.0,6104.0,6920.0,2559.0,782.0,327.0,13,7,4,3,2013
2013-03-07 14:00:00,1,110,71,0,0,5,5,270.49,0.0,0.0,90,Clouds,overcast clouds,5452,5128.0,5239.0,6104.0,6920.0,2559.0,782.0,14,7,4,3,2013
2013-03-07 15:00:00,1,94,61,0,0,4,4,270.77,0.0,0.0,20,Clouds,few clouds,6428,5452.0,5128.0,5239.0,6104.0,6920.0,2559.0,15,7,4,3,2013
2013-03-07 18:00:00,1,152,57,0,0,3,3,268.87,0.0,0.0,40,Clouds,scattered clouds,4818,6428.0,5452.0,5128.0,5239.0,6104.0,6920.0,18,7,4,3,2013
2013-03-07 20:00:00,1,204,53,1,10,9,9,266.28,0.0,0.0,20,Clouds,few clouds,3328,4818.0,6428.0,5452.0,5128.0,5239.0,6104.0,20,7,4,3,2013
2013-03-07 21:00:00,1,193,49,1,20,8,8,265.1,0.0,0.0,1,Clear,sky is clear,2934,3328.0,4818.0,6428.0,5452.0,5128.0,5239.0,21,7,4,3,2013
2013-03-07 22:00:00,1,76,49,0,0,3,3,264.05,0.0,0.0,1,Mist,mist,2457,2934.0,3328.0,4818.0,6428.0,5452.0,5128.0,22,7,4,3,2013
2013-03-07 23:00:00,1,231,45,2,360,8,8,262.97,0.0,0.0,1,Mist,mist,2621,2457.0,2934.0,3328.0,4818.0,6428.0,5452.0,23,7,4,3,2013
2013-03-08 00:00:00,1,31,49,2,340,4,4,262.3,0.0,0.0,1,Fog,fog,811,2621.0,2457.0,2934.0,3328.0,4818.0,6428.0,0,8,5,3,2013
2013-03-08 00:00:00,1,271,49,0,0,6,6,262.3,0.0,0.0,1,Mist,mist,811,811.0,2621.0,2457.0,2934.0,3328.0,4818.0,0,8,5,3,2013
2013-03-08 02:00:00,1,111,57,0,0,8,8,260.21,0.0,0.0,20,Fog,fog,357,811.0,811.0,2621.0,2457.0,2934.0,3328.0,2,8,5,3,2013
2013-03-08 02:00:00,1,175,53,2,310,9,9,260.21,0.0,0.0,20,Haze,haze,357,357.0,811.0,811.0,2621.0,2457.0,2934.0,2,8,5,3,2013
2013-03-08 03:00:00,1,119,62,0,0,5,5,259.73,0.0,0.0,40,Mist,mist,352,357.0,357.0,811.0,811.0,2621.0,2457.0,3,8,5,3,2013
2013-03-08 04:00:00,1,176,67,0,0,9,9,259.68,0.0,0.0,75,Fog,fog,722,352.0,357.0,357.0,811.0,811.0,2621.0,4,8,5,3,2013
2013-03-08 04:00:00,1,188,67,0,0,3,3,259.68,0.0,0.0,75,Mist,mist,722,722.0,352.0,357.0,357.0,811.0,811.0,4,8,5,3,2013
2013-03-08 05:00:00,1,143,78,0,0,4,4,259.58,0.0,0.0,40,Mist,mist,2366,722.0,722.0,352.0,357.0,357.0,811.0,5,8,5,3,2013
2013-03-08 05:00:00,1,39,78,0,0,8,8,259.58,0.0,0.0,40,Fog,fog,2366,2366.0,722.0,722.0,352.0,357.0,357.0,5,8,5,3,2013
2013-03-08 05:00:00,1,95,72,1,270,4,4,259.58,0.0,0.0,40,Haze,haze,2366,2366.0,2366.0,722.0,722.0,352.0,357.0,5,8,5,3,2013
2013-03-08 06:00:00,1,18,78,2,260,7,7,259.29,0.0,0.0,40,Mist,mist,5452,2366.0,2366.0,2366.0,722.0,722.0,352.0,6,8,5,3,2013
2013-03-08 06:00:00,1,145,78,1,270,6,6,259.29,0.0,0.0,40,Haze,haze,5452,5452.0,2366.0,2366.0,2366.0,722.0,722.0,6,8,5,3,2013
2013-03-08 06:00:00,1,299,85,0,0,3,3,259.29,0.0,0.0,40,Fog,fog,5452,5452.0,5452.0,2366.0,2366.0,2366.0,722.0,6,8,5,3,2013
2013-03-08 08:00:00,1,145,85,0,0,2,2,260.63,0.0,0.0,75,Mist,mist,5730,5452.0,5452.0,5452.0,2366.0,2366.0,2366.0,8,8,5,3,2013
2013-03-08 09:00:00,1,149,85,0,0,6,6,262.94,0.0,0.0,75,Mist,mist,5228,5730.0,5452.0,5452.0,5452.0,2366.0,2366.0,9,8,5,3,2013
2013-03-08 10:00:00,1,52,84,0,0,8,8,268.07,0.0,0.0,75,Mist,mist,4867,5228.0,5730.0,5452.0,5452.0,5452.0,2366.0,10,8,5,3,2013
2013-03-08 11:00:00,1,114,92,0,0,7,7,269.75,0.0,0.0,75,Clouds,broken clouds,5349,4867.0,5228.0,5730.0,5452.0,5452.0,5452.0,11,8,5,3,2013
2013-03-08 12:00:00,1,40,78,0,0,7,7,270.98,0.0,0.0,75,Clouds,broken clouds,5610,5349.0,4867.0,5228.0,5730.0,5452.0,5452.0,12,8,5,3,2013
2013-03-08 13:00:00,1,179,57,0,0,8,8,272.29,0.0,0.0,75,Clouds,broken clouds,5441,5610.0,5349.0,4867.0,5228.0,5730.0,5452.0,13,8,5,3,2013
2013-03-08 14:00:00,1,170,53,0,0,7,7,272.7,0.0,0.0,75,Clouds,broken clouds,5874,5441.0,5610.0,5349.0,4867.0,5228.0,5730.0,14,8,5,3,2013
2013-03-08 15:00:00,1,284,46,0,0,6,6,272.82,0.0,0.0,1,Clear,sky is clear,6023,5874.0,5441.0,5610.0,5349.0,4867.0,5228.0,15,8,5,3,2013
2013-03-08 17:00:00,1,262,46,0,0,5,5,272.37,0.0,0.0,75,Clouds,broken clouds,5836,6023.0,5874.0,5441.0,5610.0,5349.0,4867.0,17,8,5,3,2013
2013-03-08 18:00:00,1,228,46,0,0,5,5,271.65,0.0,0.0,1,Clear,sky is clear,4822,5836.0,6023.0,5874.0,5441.0,5610.0,5349.0,18,8,5,3,2013
2013-03-08 19:00:00,1,122,40,1,40,2,2,270.38,0.0,0.0,90,Clouds,overcast clouds,3795,4822.0,5836.0,6023.0,5874.0,5441.0,5610.0,19,8,5,3,2013
2013-03-08 20:00:00,1,229,40,0,0,4,4,270.12,0.0,0.0,75,Clouds,broken clouds,3302,3795.0,4822.0,5836.0,6023.0,5874.0,5441.0,20,8,5,3,2013
2013-03-08 21:00:00,1,192,40,0,0,7,7,269.54,0.0,0.0,1,Clear,sky is clear,3125,3302.0,3795.0,4822.0,5836.0,6023.0,5874.0,21,8,5,3,2013
2013-03-08 22:00:00,1,269,54,0,0,1,1,268.64,0.0,0.0,40,Clouds,scattered clouds,2648,3125.0,3302.0,3795.0,4822.0,5836.0,6023.0,22,8,5,3,2013
2013-03-08 23:00:00,1,21,54,2,320,1,1,267.96,0.0,0.0,20,Clouds,few clouds,3173,2648.0,3125.0,3302.0,3795.0,4822.0,5836.0,23,8,5,3,2013
2013-03-09 00:00:00,1,255,63,2,250,9,9,267.69,0.0,0.0,1,Clear,sky is clear,1198,3173.0,2648.0,3125.0,3302.0,3795.0,4822.0,0,9,6,3,2013
2013-03-09 01:00:00,1,259,58,0,0,1,1,267.46,0.0,0.0,1,Clear,sky is clear,747,1198.0,3173.0,2648.0,3125.0,3302.0,3795.0,1,9,6,3,2013
2013-03-09 02:00:00,1,67,63,0,0,1,1,266.88,0.0,0.0,1,Clear,sky is clear,624,747.0,1198.0,3173.0,2648.0,3125.0,3302.0,2,9,6,3,2013
2013-03-09 03:00:00,1,212,68,2,270,7,7,266.39,0.0,0.0,1,Mist,mist,389,624.0,747.0,1198.0,3173.0,2648.0,3125.0,3,9,6,3,2013
2013-03-09 03:00:00,1,10,63,1,230,9,9,266.39,0.0,0.0,1,Haze,haze,389,389.0,624.0,747.0,1198.0,3173.0,2648.0,3,9,6,3,2013
2013-03-09 06:00:00,1,104,79,0,0,9,9,265.48,0.0,0.0,1,Haze,haze,1232,389.0,389.0,624.0,747.0,1198.0,3173.0,6,9,6,3,2013
2013-03-09 06:00:00,1,53,68,0,0,4,4,265.48,0.0,0.0,1,Mist,mist,1232,1232.0,389.0,389.0,624.0,747.0,1198.0,6,9,6,3,2013
2013-03-09 08:00:00,1,18,85,0,0,2,2,266.09,0.0,0.0,1,Mist,mist,2903,1232.0,1232.0,389.0,389.0,624.0,747.0,8,9,6,3,2013
2013-03-09 09:00:00,1,271,79,2,250,3,3,268.02,0.0,0.0,1,Haze,haze,3656,2903.0,1232.0,1232.0,389.0,389.0,624.0,9,9,6,3,2013
2013-03-09 09:00:00,1,262,79,0,0,2,2,268.02,0.0,0.0,1,Mist,mist,3656,3656.0,2903.0,1232.0,1232.0,389.0,389.0,9,9,6,3,2013
2013-03-09 11:00:00,1,105,85,0,0,4,4,272.8,0.0,0.0,40,Haze,haze,4566,3656.0,3656.0,2903.0,1232.0,1232.0,389.0,11,9,6,3,2013
